DataYear|DistrictCouNum|DistrictCountyName|districtNumber|districtType|DistrictName|schoolNumber|SchoolName|ECSUNumber|EconomicDevelopmentRegion|Grade|K12Enr|FreeK12|RedK12|LEPIdentifiedK12|LEPServedK12|SPEK12|PK12Enr|FreePK12|RedPK12|LEPIdentifiedPK12|LEPServedPK12|SPEPK12|SchoolLocationCountyNumber|SchoolLocationCountyName|MinMaxGrade|SchoolClassification
12-13|27|Hennepin                                     |4079|07|FRIENDSHIP ACDMY OF FINE ARTS CHTR.|010|FRIENDSHIP ACDMY OF FINE ARTS CHTR.|11|11|06|6|6||||4|6|6||||4|27|Hennepin                                     |KG-06|10
12-13|27|Hennepin                                     |4079|07|FRIENDSHIP ACDMY OF FINE ARTS CHTR.|010|FRIENDSHIP ACDMY OF FINE ARTS CHTR.|11|11|All Grades|129|119||||15|129|119||||15|27|Hennepin                                     |KG-06|10
12-13|11|Cass                                         |4080|07|PILLAGER AREA CHARTER SCHOOL       |010|PILLAGER AREA CHARTER SCHOOL       |05|05|09|1|1||||1|1|1||||1|11|Cass                                         |09-12|32
12-13|11|Cass                                         |4080|07|PILLAGER AREA CHARTER SCHOOL       |010|PILLAGER AREA CHARTER SCHOOL       |05|05|10|10|10||||5|10|10||||5|11|Cass                                         |09-12|32
12-13|11|Cass                                         |4080|07|PILLAGER AREA CHARTER SCHOOL       |010|PILLAGER AREA CHARTER SCHOOL       |05|05|11|10|4|3|||3|10|4|3|||3|11|Cass                                         |09-12|32
12-13|11|Cass                                         |4080|07|PILLAGER AREA CHARTER SCHOOL       |010|PILLAGER AREA CHARTER SCHOOL       |05|05|12|28|23|3|||10|28|23|3|||10|11|Cass                                         |09-12|32
12-13|11|Cass                                         |4080|07|PILLAGER AREA CHARTER SCHOOL       |010|PILLAGER AREA CHARTER SCHOOL       |05|05|All Grades|49|38|6|||19|49|38|6|||19|11|Cass                                         |09-12|32
12-13|66|Rice                                         |4081|07|DISCOVERY PUBLIC SCHOOL FARIBAULT  |010|DISCOVERY PUBLIC SCHOOL FARIBAULT  |10|10|06|3|2|1|||2|3|2|1|||2|66|Rice                                         |06-12|40
12-13|66|Rice                                         |4081|07|DISCOVERY PUBLIC SCHOOL FARIBAULT  |010|DISCOVERY PUBLIC SCHOOL FARIBAULT  |10|10|07|5|3||||3|5|3||||3|66|Rice                                         |06-12|40
12-13|66|Rice                                         |4081|07|DISCOVERY PUBLIC SCHOOL FARIBAULT  |010|DISCOVERY PUBLIC SCHOOL FARIBAULT  |10|10|08|5|3|2|||1|5|3|2|||1|66|Rice                                         |06-12|40
12-13|66|Rice                                         |4081|07|DISCOVERY PUBLIC SCHOOL FARIBAULT  |010|DISCOVERY PUBLIC SCHOOL FARIBAULT  |10|10|09|6|4||1|1|3|6|4||1|1|3|66|Rice                                         |06-12|40
12-13|66|Rice                                         |4081|07|DISCOVERY PUBLIC SCHOOL FARIBAULT  |010|DISCOVERY PUBLIC SCHOOL FARIBAULT  |10|10|10|8|5||||1|8|5||||1|66|Rice                                         |06-12|40
12-13|66|Rice                                         |4081|07|DISCOVERY PUBLIC SCHOOL FARIBAULT  |010|DISCOVERY PUBLIC SCHOOL FARIBAULT  |10|10|11|11|7||2|2|1|11|7||2|2|1|66|Rice                                         |06-12|40
12-13|66|Rice                                         |4081|07|DISCOVERY PUBLIC SCHOOL FARIBAULT  |010|DISCOVERY PUBLIC SCHOOL FARIBAULT  |10|10|12|13|7|2|||1|13|7|2|||1|66|Rice                                         |06-12|40
12-13|66|Rice                                         |4081|07|DISCOVERY PUBLIC SCHOOL FARIBAULT  |010|DISCOVERY PUBLIC SCHOOL FARIBAULT  |10|10|All Grades|51|31|5|3|3|12|51|31|5|3|3|12|66|Rice                                         |06-12|40
12-13|62|Ramsey                                       |4082|07|BLUESKY CHARTER SCHOOL             |010|BLUESKY CHARTER SCHOOL             |11|11|07|9|4||||2|9|4||||2|62|Ramsey                                       |07-12|46
12-13|62|Ramsey                                       |4082|07|BLUESKY CHARTER SCHOOL             |010|BLUESKY CHARTER SCHOOL             |11|11|08|14|6|1|||5|14|6|1|||5|62|Ramsey                                       |07-12|46
12-13|62|Ramsey                                       |4082|07|BLUESKY CHARTER SCHOOL             |010|BLUESKY CHARTER SCHOOL             |11|11|09|21|9|3|||3|21|9|3|||3|62|Ramsey                                       |07-12|46
12-13|62|Ramsey                                       |4082|07|BLUESKY CHARTER SCHOOL             |010|BLUESKY CHARTER SCHOOL             |11|11|10|54|18|1|||14|54|18|1|||14|62|Ramsey                                       |07-12|46
12-13|62|Ramsey                                       |4082|07|BLUESKY CHARTER SCHOOL             |010|BLUESKY CHARTER SCHOOL             |11|11|11|85|20|8|1|1|15|85|20|8|1|1|15|62|Ramsey                                       |07-12|46
12-13|62|Ramsey                                       |4082|07|BLUESKY CHARTER SCHOOL             |010|BLUESKY CHARTER SCHOOL             |11|11|12|247|62|5|||34|247|62|5|||34|62|Ramsey                                       |07-12|46
12-13|62|Ramsey                                       |4082|07|BLUESKY CHARTER SCHOOL             |010|BLUESKY CHARTER SCHOOL             |11|11|All Grades|430|119|18|1|1|73|430|119|18|1|1|73|62|Ramsey                                       |07-12|46
12-13|85|Winona                                       |4083|07|RIDGEWAY COMMUNITY SCHOOL          |010|RIDGEWAY COMMUNITY SCHOOL          |10|10|KG|18|3||||1|18|3||||1|85|Winona                                       |KG-05|10
12-13|85|Winona                                       |4083|07|RIDGEWAY COMMUNITY SCHOOL          |010|RIDGEWAY COMMUNITY SCHOOL          |10|10|01|18|3|3|||1|18|3|3|||1|85|Winona                                       |KG-05|10
12-13|85|Winona                                       |4083|07|RIDGEWAY COMMUNITY SCHOOL          |010|RIDGEWAY COMMUNITY SCHOOL          |10|10|02|17|4||||1|17|4||||1|85|Winona                                       |KG-05|10
12-13|85|Winona                                       |4083|07|RIDGEWAY COMMUNITY SCHOOL          |010|RIDGEWAY COMMUNITY SCHOOL          |10|10|03|17|4|2|||2|17|4|2|||2|85|Winona                                       |KG-05|10
12-13|85|Winona                                       |4083|07|RIDGEWAY COMMUNITY SCHOOL          |010|RIDGEWAY COMMUNITY SCHOOL          |10|10|04|16|3|4|||4|16|3|4|||4|85|Winona                                       |KG-05|10
12-13|85|Winona                                       |4083|07|RIDGEWAY COMMUNITY SCHOOL          |010|RIDGEWAY COMMUNITY SCHOOL          |10|10|05|16|3|2|||1|16|3|2|||1|85|Winona                                       |KG-05|10
12-13|85|Winona                                       |4083|07|RIDGEWAY COMMUNITY SCHOOL          |010|RIDGEWAY COMMUNITY SCHOOL          |10|10|All Grades|102|20|11|||10|102|20|11|||10|85|Winona                                       |KG-05|10
12-13|69|St. Louis                                    |4084|07|NORTH SHORE COMMUNITY SCHOOL       |010|NORTH SHORE COMMUNITY SCHOOL       |03|03|KG|52|16|6|||3|52|16|6|||3|69|St. Louis                                    |KG-06|10
12-13|69|St. Louis                                    |4084|07|NORTH SHORE COMMUNITY SCHOOL       |010|NORTH SHORE COMMUNITY SCHOOL       |03|03|01|51|13|10|||4|51|13|10|||4|69|St. Louis                                    |KG-06|10
12-13|69|St. Louis                                    |4084|07|NORTH SHORE COMMUNITY SCHOOL       |010|NORTH SHORE COMMUNITY SCHOOL       |03|03|02|52|12|8|||5|52|12|8|||5|69|St. Louis                                    |KG-06|10
12-13|69|St. Louis                                    |4084|07|NORTH SHORE COMMUNITY SCHOOL       |010|NORTH SHORE COMMUNITY SCHOOL       |03|03|03|47|11|5|1|1|7|47|11|5|1|1|7|69|St. Louis                                    |KG-06|10
12-13|69|St. Louis                                    |4084|07|NORTH SHORE COMMUNITY SCHOOL       |010|NORTH SHORE COMMUNITY SCHOOL       |03|03|04|43|10|6|||4|43|10|6|||4|69|St. Louis                                    |KG-06|10
12-13|69|St. Louis                                    |4084|07|NORTH SHORE COMMUNITY SCHOOL       |010|NORTH SHORE COMMUNITY SCHOOL       |03|03|05|50|15|5|||9|50|15|5|||9|69|St. Louis                                    |KG-06|10
12-13|69|St. Louis                                    |4084|07|NORTH SHORE COMMUNITY SCHOOL       |010|NORTH SHORE COMMUNITY SCHOOL       |03|03|06|35|9|6|||2|35|9|6|||2|69|St. Louis                                    |KG-06|10
12-13|69|St. Louis                                    |4084|07|NORTH SHORE COMMUNITY SCHOOL       |010|NORTH SHORE COMMUNITY SCHOOL       |03|03|All Grades|330|86|46|1|1|34|330|86|46|1|1|34|69|St. Louis                                    |KG-06|10
12-13|69|St. Louis                                    |4085|07|HARBOR CITY INTERNATIONAL CHARTER  |010|HARBOR CITY INTERNATIONAL CHARTER  |03|03|09|41|15|7|||9|41|15|7|||9|69|St. Louis                                    |09-12|32
12-13|69|St. Louis                                    |4085|07|HARBOR CITY INTERNATIONAL CHARTER  |010|HARBOR CITY INTERNATIONAL CHARTER  |03|03|10|48|18|5|||11|48|18|5|||11|69|St. Louis                                    |09-12|32
12-13|69|St. Louis                                    |4085|07|HARBOR CITY INTERNATIONAL CHARTER  |010|HARBOR CITY INTERNATIONAL CHARTER  |03|03|11|50|13|5|||13|50|13|5|||13|69|St. Louis                                    |09-12|32
12-13|69|St. Louis                                    |4085|07|HARBOR CITY INTERNATIONAL CHARTER  |010|HARBOR CITY INTERNATIONAL CHARTER  |03|03|12|34|7|3|||6|34|7|3|||6|69|St. Louis                                    |09-12|32
12-13|69|St. Louis                                    |4085|07|HARBOR CITY INTERNATIONAL CHARTER  |010|HARBOR CITY INTERNATIONAL CHARTER  |03|03|All Grades|173|53|20|||39|173|53|20|||39|69|St. Louis                                    |09-12|32
12-13|27|Hennepin                                     |4086|07|WOODSON INSTITUTE FOR EXCELLENCE CH|010|WOODSON INSTITUTE FOR EXCELLENCE CH|11|11|KG|44|24|19||||44|24|19||||27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |4086|07|WOODSON INSTITUTE FOR EXCELLENCE CH|010|WOODSON INSTITUTE FOR EXCELLENCE CH|11|11|01|39|29|7|||2|39|29|7|||2|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |4086|07|WOODSON INSTITUTE FOR EXCELLENCE CH|010|WOODSON INSTITUTE FOR EXCELLENCE CH|11|11|02|40|33|6|||2|40|33|6|||2|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |4086|07|WOODSON INSTITUTE FOR EXCELLENCE CH|010|WOODSON INSTITUTE FOR EXCELLENCE CH|11|11|03|42|39|2|||10|42|39|2|||10|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |4086|07|WOODSON INSTITUTE FOR EXCELLENCE CH|010|WOODSON INSTITUTE FOR EXCELLENCE CH|11|11|04|30|27|2|||5|30|27|2|||5|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |4086|07|WOODSON INSTITUTE FOR EXCELLENCE CH|010|WOODSON INSTITUTE FOR EXCELLENCE CH|11|11|05|25|21|4|||6|25|21|4|||6|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |4086|07|WOODSON INSTITUTE FOR EXCELLENCE CH|010|WOODSON INSTITUTE FOR EXCELLENCE CH|11|11|06|32|26|6|||8|32|26|6|||8|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |4086|07|WOODSON INSTITUTE FOR EXCELLENCE CH|010|WOODSON INSTITUTE FOR EXCELLENCE CH|11|11|07|22|17|3|||7|22|17|3|||7|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |4086|07|WOODSON INSTITUTE FOR EXCELLENCE CH|010|WOODSON INSTITUTE FOR EXCELLENCE CH|11|11|08|21|18|1|||1|21|18|1|||1|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |4086|07|WOODSON INSTITUTE FOR EXCELLENCE CH|010|WOODSON INSTITUTE FOR EXCELLENCE CH|11|11|All Grades|295|234|50|||41|295|234|50|||41|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |4087|07|SAGE ACADEMY CHARTER SCHOOL        |010|SAGE ACADEMY CHARTER SCHOOL        |11|11|09|14|11|2|||3|14|11|2|||3|27|Hennepin                                     |09-12|32
12-13|27|Hennepin                                     |4087|07|SAGE ACADEMY CHARTER SCHOOL        |010|SAGE ACADEMY CHARTER SCHOOL        |11|11|10|13|7|2|||6|13|7|2|||6|27|Hennepin                                     |09-12|32
12-13|27|Hennepin                                     |4087|07|SAGE ACADEMY CHARTER SCHOOL        |010|SAGE ACADEMY CHARTER SCHOOL        |11|11|11|20|8|6|||5|20|8|6|||5|27|Hennepin                                     |09-12|32
12-13|27|Hennepin                                     |4087|07|SAGE ACADEMY CHARTER SCHOOL        |010|SAGE ACADEMY CHARTER SCHOOL        |11|11|12|29|16|2|||5|29|16|2|||5|27|Hennepin                                     |09-12|32
12-13|27|Hennepin                                     |4087|07|SAGE ACADEMY CHARTER SCHOOL        |010|SAGE ACADEMY CHARTER SCHOOL        |11|11|All Grades|76|42|12|||19|76|42|12|||19|27|Hennepin                                     |09-12|32
12-13|62|Ramsey                                       |4088|07|URBAN ACADEMY CHARTER SCHOOL       |010|URBAN ACADEMY CHARTER SCHOOL       |11|11|KG|37|35|1|8|8|2|37|35|1|8|8|2|62|Ramsey                                       |KG-06|10
12-13|62|Ramsey                                       |4088|07|URBAN ACADEMY CHARTER SCHOOL       |010|URBAN ACADEMY CHARTER SCHOOL       |11|11|01|38|37|1|6|6|4|38|37|1|6|6|4|62|Ramsey                                       |KG-06|10
12-13|62|Ramsey                                       |4088|07|URBAN ACADEMY CHARTER SCHOOL       |010|URBAN ACADEMY CHARTER SCHOOL       |11|11|02|49|46|2|6|6|5|49|46|2|6|6|5|62|Ramsey                                       |KG-06|10
12-13|62|Ramsey                                       |4088|07|URBAN ACADEMY CHARTER SCHOOL       |010|URBAN ACADEMY CHARTER SCHOOL       |11|11|03|36|34||3|3|7|36|34||3|3|7|62|Ramsey                                       |KG-06|10
12-13|62|Ramsey                                       |4088|07|URBAN ACADEMY CHARTER SCHOOL       |010|URBAN ACADEMY CHARTER SCHOOL       |11|11|04|41|38|1|7|7|3|41|38|1|7|7|3|62|Ramsey                                       |KG-06|10
12-13|62|Ramsey                                       |4088|07|URBAN ACADEMY CHARTER SCHOOL       |010|URBAN ACADEMY CHARTER SCHOOL       |11|11|05|33|32|1|5|5|4|33|32|1|5|5|4|62|Ramsey                                       |KG-06|10
12-13|62|Ramsey                                       |4088|07|URBAN ACADEMY CHARTER SCHOOL       |010|URBAN ACADEMY CHARTER SCHOOL       |11|11|06|34|32||7|7|8|34|32||7|7|8|62|Ramsey                                       |KG-06|10
12-13|62|Ramsey                                       |4088|07|URBAN ACADEMY CHARTER SCHOOL       |010|URBAN ACADEMY CHARTER SCHOOL       |11|11|All Grades|268|254|6|42|42|33|268|254|6|42|42|33|62|Ramsey                                       |KG-06|10
12-13|27|Hennepin                                     |4089|07|NEW CITY SCHOOL                    |010|NEW CITY SCHOOL                    |11|11|KG|19|5|2|1|1|1|19|5|2|1|1|1|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |4089|07|NEW CITY SCHOOL                    |010|NEW CITY SCHOOL                    |11|11|01|23|5|1|||1|23|5|1|||1|27|Hennepin                                     |KG-08|10
