DataYear|DistrictCountyNumber|DistrictCountyName|districtNumber|districtType|DistrictName|schoolNumber|SchoolName|ECSUNumber|EconomicDevelopmentRegion|Grade|AMI_Male|AMI_Female|API_Male|API_Female|HIS_Male|HIS_Female|BLK_Male|BLK_Female|WHT_Male|WHT_Female|TotalMale|TotalFemale|TotalMinority|TotalStudents|Entity|MinMaxGrade|SchoolLocationCountyNumber|SchoolLocationCountyName|SchoolClassification
12-13|22|Faribault                                    |2860|01|BLUE EARTH AREA PUBLIC SCHOOL      |020|BLUE EARTH AREA SENIOR HIGH        |09|09|10|0|0|0|1|4|3|0|0|45|38|49|42|8|91|School|09-12|22|Faribault                                    |32
12-13|22|Faribault                                    |2860|01|BLUE EARTH AREA PUBLIC SCHOOL      |020|BLUE EARTH AREA SENIOR HIGH        |09|09|11|0|0|1|0|4|4|0|1|42|39|47|44|10|91|School|09-12|22|Faribault                                    |32
12-13|22|Faribault                                    |2860|01|BLUE EARTH AREA PUBLIC SCHOOL      |020|BLUE EARTH AREA SENIOR HIGH        |09|09|12|0|0|0|1|2|6|0|0|43|45|45|52|9|97|School|09-12|22|Faribault                                    |32
12-13|22|Faribault                                    |2860|01|BLUE EARTH AREA PUBLIC SCHOOL      |020|BLUE EARTH AREA SENIOR HIGH        |09|09|All Grades|2|0|1|2|15|18|0|1|173|168|191|189|39|380|School|09-12|22|Faribault                                    |32
12-13|22|Faribault                                    |2860|01|BLUE EARTH AREA PUBLIC SCHOOL      |023|BLUE EARTH AREA MIDDLE             |09|09|06|0|0|1|0|5|5|1|1|40|37|47|43|13|90|School|06-08|22|Faribault                                    |20
12-13|22|Faribault                                    |2860|01|BLUE EARTH AREA PUBLIC SCHOOL      |023|BLUE EARTH AREA MIDDLE             |09|09|07|0|0|0|0|5|4|1|0|47|42|53|46|10|99|School|06-08|22|Faribault                                    |20
12-13|22|Faribault                                    |2860|01|BLUE EARTH AREA PUBLIC SCHOOL      |023|BLUE EARTH AREA MIDDLE             |09|09|08|0|0|0|1|3|5|2|1|46|31|51|38|12|89|School|06-08|22|Faribault                                    |20
12-13|22|Faribault                                    |2860|01|BLUE EARTH AREA PUBLIC SCHOOL      |023|BLUE EARTH AREA MIDDLE             |09|09|All Grades|0|0|1|1|13|14|4|2|133|110|151|127|35|278|School|06-08|22|Faribault                                    |20
12-13|22|Faribault                                    |2860|01|BLUE EARTH AREA PUBLIC SCHOOL      |040|WINNEBAGO ELEMENTARY               |09|09|KG|0|0|0|0|1|0|0|0|8|14|9|14|1|23|School|KG-05|22|Faribault                                    |10
12-13|22|Faribault                                    |2860|01|BLUE EARTH AREA PUBLIC SCHOOL      |040|WINNEBAGO ELEMENTARY               |09|09|01|0|0|0|0|0|1|0|0|10|3|10|4|1|14|School|KG-05|22|Faribault                                    |10
12-13|22|Faribault                                    |2860|01|BLUE EARTH AREA PUBLIC SCHOOL      |040|WINNEBAGO ELEMENTARY               |09|09|02|0|0|0|0|3|0|0|0|12|6|15|6|3|21|School|KG-05|22|Faribault                                    |10
12-13|22|Faribault                                    |2860|01|BLUE EARTH AREA PUBLIC SCHOOL      |040|WINNEBAGO ELEMENTARY               |09|09|03|0|0|0|0|0|3|0|0|6|11|6|14|3|20|School|KG-05|22|Faribault                                    |10
12-13|22|Faribault                                    |2860|01|BLUE EARTH AREA PUBLIC SCHOOL      |040|WINNEBAGO ELEMENTARY               |09|09|04|0|0|0|0|1|3|0|0|9|7|10|10|4|20|School|KG-05|22|Faribault                                    |10
12-13|22|Faribault                                    |2860|01|BLUE EARTH AREA PUBLIC SCHOOL      |040|WINNEBAGO ELEMENTARY               |09|09|05|0|0|0|0|0|1|0|0|10|6|10|7|1|17|School|KG-05|22|Faribault                                    |10
12-13|22|Faribault                                    |2860|01|BLUE EARTH AREA PUBLIC SCHOOL      |040|WINNEBAGO ELEMENTARY               |09|09|All Grades|0|0|0|0|5|8|0|0|55|47|60|55|13|115|School|KG-05|22|Faribault                                    |10
12-13|22|Faribault                                    |2860|01|BLUE EARTH AREA PUBLIC SCHOOL      |100|ELMORE ACADEMY                     |09|09|10|0|0|0|0|0|0|1|0|0|0|1|0|1|1|School|07-12|22|Faribault                                    |76
12-13|22|Faribault                                    |2860|01|BLUE EARTH AREA PUBLIC SCHOOL      |100|ELMORE ACADEMY                     |09|09|11|0|0|0|0|0|0|1|0|1|0|2|0|1|2|School|07-12|22|Faribault                                    |76
12-13|22|Faribault                                    |2860|01|BLUE EARTH AREA PUBLIC SCHOOL      |100|ELMORE ACADEMY                     |09|09|All Grades|0|0|0|0|0|0|2|0|1|0|3|0|2|3|School|07-12|22|Faribault                                    |76
12-13|17|Cottonwood                                   |2884|01|RED ROCK CENTRAL SCHOOL DISTRICT   |020|RED ROCK CENTRAL SECONDARY         |06|08|05|0|1|1|0|0|1|1|1|16|15|18|18|5|36|School|05-12|64|Redwood                                      |33
12-13|17|Cottonwood                                   |2884|01|RED ROCK CENTRAL SCHOOL DISTRICT   |020|RED ROCK CENTRAL SECONDARY         |06|08|06|0|0|0|1|1|0|0|0|22|13|23|14|2|37|School|05-12|64|Redwood                                      |33
12-13|17|Cottonwood                                   |2884|01|RED ROCK CENTRAL SCHOOL DISTRICT   |020|RED ROCK CENTRAL SECONDARY         |06|08|07|0|1|0|0|1|1|0|0|17|10|18|12|3|30|School|05-12|64|Redwood                                      |33
12-13|17|Cottonwood                                   |2884|01|RED ROCK CENTRAL SCHOOL DISTRICT   |020|RED ROCK CENTRAL SECONDARY         |06|08|08|0|1|0|1|0|1|0|0|16|11|16|14|3|30|School|05-12|64|Redwood                                      |33
12-13|17|Cottonwood                                   |2884|01|RED ROCK CENTRAL SCHOOL DISTRICT   |020|RED ROCK CENTRAL SECONDARY         |06|08|09|0|0|0|0|0|0|0|0|22|16|22|16|0|38|School|05-12|64|Redwood                                      |33
12-13|17|Cottonwood                                   |2884|01|RED ROCK CENTRAL SCHOOL DISTRICT   |020|RED ROCK CENTRAL SECONDARY         |06|08|10|0|0|0|0|1|1|0|0|15|14|16|15|2|31|School|05-12|64|Redwood                                      |33
12-13|17|Cottonwood                                   |2884|01|RED ROCK CENTRAL SCHOOL DISTRICT   |020|RED ROCK CENTRAL SECONDARY         |06|08|11|0|2|0|1|1|1|0|0|16|12|17|16|5|33|School|05-12|64|Redwood                                      |33
12-13|17|Cottonwood                                   |2884|01|RED ROCK CENTRAL SCHOOL DISTRICT   |020|RED ROCK CENTRAL SECONDARY         |06|08|12|0|0|1|1|1|0|0|1|18|20|20|22|4|42|School|05-12|64|Redwood                                      |33
12-13|17|Cottonwood                                   |2884|01|RED ROCK CENTRAL SCHOOL DISTRICT   |020|RED ROCK CENTRAL SECONDARY         |06|08|All Grades|0|5|2|4|5|5|1|2|142|111|150|127|24|277|School|05-12|64|Redwood                                      |33
12-13|17|Cottonwood                                   |2884|01|RED ROCK CENTRAL SCHOOL DISTRICT   |030|RED ROCK CENTRAL ELEMENTARY        |06|08|PK|0|0|0|0|0|0|0|0|6|1|6|1|0|7|School|PK-04|17|Cottonwood                                   |10
12-13|17|Cottonwood                                   |2884|01|RED ROCK CENTRAL SCHOOL DISTRICT   |030|RED ROCK CENTRAL ELEMENTARY        |06|08|KG|1|0|1|0|1|0|0|1|2|10|5|11|4|16|School|PK-04|17|Cottonwood                                   |10
12-13|17|Cottonwood                                   |2884|01|RED ROCK CENTRAL SCHOOL DISTRICT   |030|RED ROCK CENTRAL ELEMENTARY        |06|08|01|0|0|0|0|0|1|0|0|18|10|18|11|1|29|School|PK-04|17|Cottonwood                                   |10
12-13|17|Cottonwood                                   |2884|01|RED ROCK CENTRAL SCHOOL DISTRICT   |030|RED ROCK CENTRAL ELEMENTARY        |06|08|02|0|0|0|0|0|0|0|0|12|16|12|16|0|28|School|PK-04|17|Cottonwood                                   |10
12-13|17|Cottonwood                                   |2884|01|RED ROCK CENTRAL SCHOOL DISTRICT   |030|RED ROCK CENTRAL ELEMENTARY        |06|08|03|0|1|1|1|1|1|0|0|11|14|13|17|5|30|School|PK-04|17|Cottonwood                                   |10
12-13|17|Cottonwood                                   |2884|01|RED ROCK CENTRAL SCHOOL DISTRICT   |030|RED ROCK CENTRAL ELEMENTARY        |06|08|04|0|0|0|1|0|0|0|0|15|10|15|11|1|26|School|PK-04|17|Cottonwood                                   |10
12-13|17|Cottonwood                                   |2884|01|RED ROCK CENTRAL SCHOOL DISTRICT   |030|RED ROCK CENTRAL ELEMENTARY        |06|08|All Grades|1|1|2|2|2|2|0|1|64|61|69|67|11|136|School|PK-04|17|Cottonwood                                   |10
12-13|24|Freeborn                                     |2886|01|GLENVILLE-EMMONS SCHOOL DISTRICT   |100|GLENVILLE EMMONS ELEMENTARY        |10|10|PK|0|0|0|0|0|0|0|0|3|2|3|2|0|5|School|PK-06|24|Freeborn                                     |10
12-13|24|Freeborn                                     |2886|01|GLENVILLE-EMMONS SCHOOL DISTRICT   |100|GLENVILLE EMMONS ELEMENTARY        |10|10|KG|0|1|0|0|0|0|0|0|14|8|14|9|1|23|School|PK-06|24|Freeborn                                     |10
12-13|24|Freeborn                                     |2886|01|GLENVILLE-EMMONS SCHOOL DISTRICT   |100|GLENVILLE EMMONS ELEMENTARY        |10|10|01|0|0|0|0|0|0|0|0|9|9|9|9|0|18|School|PK-06|24|Freeborn                                     |10
12-13|24|Freeborn                                     |2886|01|GLENVILLE-EMMONS SCHOOL DISTRICT   |100|GLENVILLE EMMONS ELEMENTARY        |10|10|02|0|0|0|0|0|0|1|0|11|8|12|8|1|20|School|PK-06|24|Freeborn                                     |10
12-13|24|Freeborn                                     |2886|01|GLENVILLE-EMMONS SCHOOL DISTRICT   |100|GLENVILLE EMMONS ELEMENTARY        |10|10|03|0|0|0|0|0|0|0|1|13|11|13|12|1|25|School|PK-06|24|Freeborn                                     |10
12-13|24|Freeborn                                     |2886|01|GLENVILLE-EMMONS SCHOOL DISTRICT   |100|GLENVILLE EMMONS ELEMENTARY        |10|10|04|0|1|0|0|0|1|0|0|8|12|8|14|2|22|School|PK-06|24|Freeborn                                     |10
12-13|24|Freeborn                                     |2886|01|GLENVILLE-EMMONS SCHOOL DISTRICT   |100|GLENVILLE EMMONS ELEMENTARY        |10|10|05|0|0|0|0|0|0|0|0|6|6|6|6|0|12|School|PK-06|24|Freeborn                                     |10
12-13|24|Freeborn                                     |2886|01|GLENVILLE-EMMONS SCHOOL DISTRICT   |100|GLENVILLE EMMONS ELEMENTARY        |10|10|06|0|0|0|0|0|0|0|0|4|9|4|9|0|13|School|PK-06|24|Freeborn                                     |10
12-13|24|Freeborn                                     |2886|01|GLENVILLE-EMMONS SCHOOL DISTRICT   |100|GLENVILLE EMMONS ELEMENTARY        |10|10|All Grades|0|2|0|0|0|1|1|1|68|65|69|69|5|138|School|PK-06|24|Freeborn                                     |10
12-13|24|Freeborn                                     |2886|01|GLENVILLE-EMMONS SCHOOL DISTRICT   |300|GLENVILLE-EMMONS SECONDARY         |10|10|07|0|0|0|0|0|0|0|0|8|6|8|6|0|14|School|07-12|24|Freeborn                                     |33
12-13|24|Freeborn                                     |2886|01|GLENVILLE-EMMONS SCHOOL DISTRICT   |300|GLENVILLE-EMMONS SECONDARY         |10|10|08|0|0|0|0|0|0|0|0|11|12|11|12|0|23|School|07-12|24|Freeborn                                     |33
12-13|24|Freeborn                                     |2886|01|GLENVILLE-EMMONS SCHOOL DISTRICT   |300|GLENVILLE-EMMONS SECONDARY         |10|10|09|0|0|0|0|0|0|1|0|11|8|12|8|1|20|School|07-12|24|Freeborn                                     |33
12-13|24|Freeborn                                     |2886|01|GLENVILLE-EMMONS SCHOOL DISTRICT   |300|GLENVILLE-EMMONS SECONDARY         |10|10|10|0|0|0|0|0|0|0|0|10|8|10|8|0|18|School|07-12|24|Freeborn                                     |33
12-13|24|Freeborn                                     |2886|01|GLENVILLE-EMMONS SCHOOL DISTRICT   |300|GLENVILLE-EMMONS SECONDARY         |10|10|11|0|0|1|0|1|0|0|0|15|8|17|8|2|25|School|07-12|24|Freeborn                                     |33
12-13|24|Freeborn                                     |2886|01|GLENVILLE-EMMONS SCHOOL DISTRICT   |300|GLENVILLE-EMMONS SECONDARY         |10|10|12|0|0|1|0|1|0|0|0|15|14|17|14|2|31|School|07-12|24|Freeborn                                     |33
12-13|24|Freeborn                                     |2886|01|GLENVILLE-EMMONS SCHOOL DISTRICT   |300|GLENVILLE-EMMONS SECONDARY         |10|10|All Grades|0|0|2|0|2|0|1|0|70|56|75|56|5|131|School|07-12|24|Freeborn                                     |33
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |001|CLINTON-GRACEVILLE-BEARDSLEY EL.   |06|06W|PK|0|0|0|0|0|0|0|0|2|0|2|0|0|2|School|PK-06|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |001|CLINTON-GRACEVILLE-BEARDSLEY EL.   |06|06W|KG|0|0|0|0|0|1|0|0|14|12|14|13|1|27|School|PK-06|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |001|CLINTON-GRACEVILLE-BEARDSLEY EL.   |06|06W|01|0|0|0|0|0|0|0|0|9|11|9|11|0|20|School|PK-06|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |001|CLINTON-GRACEVILLE-BEARDSLEY EL.   |06|06W|02|0|0|0|0|0|0|0|0|11|14|11|14|0|25|School|PK-06|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |001|CLINTON-GRACEVILLE-BEARDSLEY EL.   |06|06W|03|0|0|0|0|0|0|0|0|9|10|9|10|0|19|School|PK-06|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |001|CLINTON-GRACEVILLE-BEARDSLEY EL.   |06|06W|04|0|0|0|0|0|0|0|0|10|13|10|13|0|23|School|PK-06|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |001|CLINTON-GRACEVILLE-BEARDSLEY EL.   |06|06W|05|0|0|0|0|0|0|0|0|9|4|9|4|0|13|School|PK-06|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |001|CLINTON-GRACEVILLE-BEARDSLEY EL.   |06|06W|06|1|0|0|0|0|0|0|0|9|11|10|11|1|21|School|PK-06|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |001|CLINTON-GRACEVILLE-BEARDSLEY EL.   |06|06W|All Grades|1|0|0|0|0|1|0|0|73|75|74|76|2|150|School|PK-06|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |003|CLINTON-GRACEVILLE-BEARDSLEY SR.   |06|06W|07|0|0|0|0|0|0|0|0|8|16|8|16|0|24|School|07-12|06|Big Stone                                    |33
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |003|CLINTON-GRACEVILLE-BEARDSLEY SR.   |06|06W|08|0|0|0|0|0|0|0|0|11|16|11|16|0|27|School|07-12|06|Big Stone                                    |33
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |003|CLINTON-GRACEVILLE-BEARDSLEY SR.   |06|06W|09|0|0|0|0|0|1|0|0|10|9|10|10|1|20|School|07-12|06|Big Stone                                    |33
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |003|CLINTON-GRACEVILLE-BEARDSLEY SR.   |06|06W|10|1|0|0|0|0|0|0|0|16|13|17|13|1|30|School|07-12|06|Big Stone                                    |33
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |003|CLINTON-GRACEVILLE-BEARDSLEY SR.   |06|06W|11|0|0|0|0|0|0|0|0|21|14|21|14|0|35|School|07-12|06|Big Stone                                    |33
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |003|CLINTON-GRACEVILLE-BEARDSLEY SR.   |06|06W|12|0|1|0|0|0|0|0|0|13|11|13|12|1|25|School|07-12|06|Big Stone                                    |33
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |003|CLINTON-GRACEVILLE-BEARDSLEY SR.   |06|06W|All Grades|1|1|0|0|0|1|0|0|79|79|80|81|3|161|School|07-12|06|Big Stone                                    |33
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |004|BIG STONE COLONY ELEMENTARY        |06|06W|KG|0|0|0|0|0|0|0|0|2|0|2|0|0|2|School|KG-08|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |004|BIG STONE COLONY ELEMENTARY        |06|06W|01|0|0|0|0|0|0|0|0|1|1|1|1|0|2|School|KG-08|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |004|BIG STONE COLONY ELEMENTARY        |06|06W|02|0|0|0|0|0|0|0|0|1|3|1|3|0|4|School|KG-08|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |004|BIG STONE COLONY ELEMENTARY        |06|06W|04|0|0|0|0|0|0|0|0|1|2|1|2|0|3|School|KG-08|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |004|BIG STONE COLONY ELEMENTARY        |06|06W|05|0|0|0|0|0|0|0|0|0|3|0|3|0|3|School|KG-08|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |004|BIG STONE COLONY ELEMENTARY        |06|06W|07|0|0|0|0|0|0|0|0|0|2|0|2|0|2|School|KG-08|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |004|BIG STONE COLONY ELEMENTARY        |06|06W|08|0|0|0|0|0|0|0|0|2|1|2|1|0|3|School|KG-08|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |004|BIG STONE COLONY ELEMENTARY        |06|06W|All Grades|0|0|0|0|0|0|0|0|7|12|7|12|0|19|School|KG-08|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |006|LISMORE COLONY ELEMENTARY          |06|06W|KG|0|0|0|0|0|0|0|0|1|1|1|1|0|2|School|KG-08|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |006|LISMORE COLONY ELEMENTARY          |06|06W|01|0|0|0|0|0|0|0|0|2|1|2|1|0|3|School|KG-08|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |006|LISMORE COLONY ELEMENTARY          |06|06W|02|0|0|0|0|0|0|0|0|0|3|0|3|0|3|School|KG-08|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |006|LISMORE COLONY ELEMENTARY          |06|06W|03|0|0|0|0|0|0|0|0|0|2|0|2|0|2|School|KG-08|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |006|LISMORE COLONY ELEMENTARY          |06|06W|04|0|0|0|0|0|0|0|0|2|1|2|1|0|3|School|KG-08|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |006|LISMORE COLONY ELEMENTARY          |06|06W|05|0|0|0|0|0|0|0|0|2|2|2|2|0|4|School|KG-08|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |006|LISMORE COLONY ELEMENTARY          |06|06W|07|0|0|0|0|0|0|0|0|1|4|1|4|0|5|School|KG-08|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |006|LISMORE COLONY ELEMENTARY          |06|06W|08|0|0|0|0|0|0|0|0|1|3|1|3|0|4|School|KG-08|06|Big Stone                                    |10
12-13|06|Big Stone                                    |2888|01|CLINTON-GRACEVILLE-BEARDSLEY       |006|LISMORE COLONY ELEMENTARY          |06|06W|All Grades|0|0|0|0|0|0|0|0|9|17|9|17|0|26|School|KG-08|06|Big Stone                                    |10
12-13|03|Becker                                       |2889|01|LAKE PARK AUDUBON SCHOOL DISTRICT  |010|LAKE PARK AUDUBON ELEMENTARY       |04|04|PK|0|0|0|0|0|0|0|0|0|3|0|3|0|3|School|PK-06|03|Becker                                       |10
12-13|03|Becker                                       |2889|01|LAKE PARK AUDUBON SCHOOL DISTRICT  |010|LAKE PARK AUDUBON ELEMENTARY       |04|04|KG|1|1|0|0|0|0|0|0|34|25|35|26|2|61|School|PK-06|03|Becker                                       |10
12-13|03|Becker                                       |2889|01|LAKE PARK AUDUBON SCHOOL DISTRICT  |010|LAKE PARK AUDUBON ELEMENTARY       |04|04|01|0|1|0|0|0|0|1|0|26|18|27|19|2|46|School|PK-06|03|Becker                                       |10
12-13|03|Becker                                       |2889|01|LAKE PARK AUDUBON SCHOOL DISTRICT  |010|LAKE PARK AUDUBON ELEMENTARY       |04|04|02|2|2|0|1|0|1|0|0|28|26|30|30|6|60|School|PK-06|03|Becker                                       |10
12-13|03|Becker                                       |2889|01|LAKE PARK AUDUBON SCHOOL DISTRICT  |010|LAKE PARK AUDUBON ELEMENTARY       |04|04|03|1|3|0|0|0|0|2|0|29|20|32|23|6|55|School|PK-06|03|Becker                                       |10
12-13|03|Becker                                       |2889|01|LAKE PARK AUDUBON SCHOOL DISTRICT  |010|LAKE PARK AUDUBON ELEMENTARY       |04|04|04|0|2|0|0|1|2|1|0|27|18|29|22|6|51|School|PK-06|03|Becker                                       |10
12-13|03|Becker                                       |2889|01|LAKE PARK AUDUBON SCHOOL DISTRICT  |010|LAKE PARK AUDUBON ELEMENTARY       |04|04|05|1|0|0|0|0|0|0|0|21|18|22|18|1|40|School|PK-06|03|Becker                                       |10
12-13|03|Becker                                       |2889|01|LAKE PARK AUDUBON SCHOOL DISTRICT  |010|LAKE PARK AUDUBON ELEMENTARY       |04|04|06|1|1|0|0|0|1|0|0|24|30|25|32|3|57|School|PK-06|03|Becker                                       |10
12-13|03|Becker                                       |2889|01|LAKE PARK AUDUBON SCHOOL DISTRICT  |010|LAKE PARK AUDUBON ELEMENTARY       |04|04|All Grades|6|10|0|1|1|4|4|0|189|158|200|173|26|373|School|PK-06|03|Becker                                       |10
12-13|03|Becker                                       |2889|01|LAKE PARK AUDUBON SCHOOL DISTRICT  |020|LAKE PARK AUDUBON SECONDARY        |04|04|07|1|1|0|0|1|1|0|0|30|21|32|23|4|55|School|07-12|03|Becker                                       |33
12-13|03|Becker                                       |2889|01|LAKE PARK AUDUBON SCHOOL DISTRICT  |020|LAKE PARK AUDUBON SECONDARY        |04|04|08|1|0|0|0|0|1|0|0|25|22|26|23|2|49|School|07-12|03|Becker                                       |33
12-13|03|Becker                                       |2889|01|LAKE PARK AUDUBON SCHOOL DISTRICT  |020|LAKE PARK AUDUBON SECONDARY        |04|04|09|1|2|0|0|0|0|0|0|26|19|27|21|3|48|School|07-12|03|Becker                                       |33
12-13|03|Becker                                       |2889|01|LAKE PARK AUDUBON SCHOOL DISTRICT  |020|LAKE PARK AUDUBON SECONDARY        |04|04|10|1|0|0|0|0|1|0|0|33|27|34|28|2|62|School|07-12|03|Becker                                       |33
12-13|03|Becker                                       |2889|01|LAKE PARK AUDUBON SCHOOL DISTRICT  |020|LAKE PARK AUDUBON SECONDARY        |04|04|11|1|1|0|0|1|1|0|0|22|16|24|18|4|42|School|07-12|03|Becker                                       |33
12-13|03|Becker                                       |2889|01|LAKE PARK AUDUBON SCHOOL DISTRICT  |020|LAKE PARK AUDUBON SECONDARY        |04|04|12|0|0|0|2|0|0|0|0|19|22|19|24|2|43|School|07-12|03|Becker                                       |33
12-13|03|Becker                                       |2889|01|LAKE PARK AUDUBON SCHOOL DISTRICT  |020|LAKE PARK AUDUBON SECONDARY        |04|04|All Grades|5|4|0|2|2|4|0|0|155|127|162|137|17|299|School|07-12|03|Becker                                       |33
12-13|65|Renville                                     |2890|01|RENVILLE COUNTY WEST SCHOOL DIST.  |001|RENVILLE COUNTY WEST ELEMENTARY    |06|06E|PK|0|0|0|0|2|0|0|0|1|4|3|4|2|7|School|PK-06|65|Renville                                     |10
12-13|65|Renville                                     |2890|01|RENVILLE COUNTY WEST SCHOOL DIST.  |001|RENVILLE COUNTY WEST ELEMENTARY    |06|06E|KG|0|0|0|0|6|4|0|0|17|17|23|21|10|44|School|PK-06|65|Renville                                     |10
12-13|65|Renville                                     |2890|01|RENVILLE COUNTY WEST SCHOOL DIST.  |001|RENVILLE COUNTY WEST ELEMENTARY    |06|06E|01|0|0|0|0|4|1|0|0|23|20|27|21|5|48|School|PK-06|65|Renville                                     |10
12-13|65|Renville                                     |2890|01|RENVILLE COUNTY WEST SCHOOL DIST.  |001|RENVILLE COUNTY WEST ELEMENTARY    |06|06E|02|0|0|0|0|13|3|0|0|10|10|23|13|16|36|School|PK-06|65|Renville                                     |10
12-13|65|Renville                                     |2890|01|RENVILLE COUNTY WEST SCHOOL DIST.  |001|RENVILLE COUNTY WEST ELEMENTARY    |06|06E|03|0|0|0|0|2|7|0|0|17|17|19|24|9|43|School|PK-06|65|Renville                                     |10
12-13|65|Renville                                     |2890|01|RENVILLE COUNTY WEST SCHOOL DIST.  |001|RENVILLE COUNTY WEST ELEMENTARY    |06|06E|04|0|0|0|0|6|8|0|0|15|9|21|17|14|38|School|PK-06|65|Renville                                     |10
12-13|65|Renville                                     |2890|01|RENVILLE COUNTY WEST SCHOOL DIST.  |001|RENVILLE COUNTY WEST ELEMENTARY    |06|06E|05|0|1|0|0|7|8|0|0|10|16|17|25|16|42|School|PK-06|65|Renville                                     |10
12-13|65|Renville                                     |2890|01|RENVILLE COUNTY WEST SCHOOL DIST.  |001|RENVILLE COUNTY WEST ELEMENTARY    |06|06E|06|0|0|0|0|9|11|0|0|13|13|22|24|20|46|School|PK-06|65|Renville                                     |10
12-13|65|Renville                                     |2890|01|RENVILLE COUNTY WEST SCHOOL DIST.  |001|RENVILLE COUNTY WEST ELEMENTARY    |06|06E|All Grades|0|1|0|0|49|42|0|0|106|106|155|149|92|304|School|PK-06|65|Renville                                     |10
12-13|65|Renville                                     |2890|01|RENVILLE COUNTY WEST SCHOOL DIST.  |020|RENVILLE COUNTY WEST SENIOR HIGH   |06|06E|07|0|0|0|0|6|6|0|1|13|10|19|17|13|36|School|07-12|65|Renville                                     |33
12-13|65|Renville                                     |2890|01|RENVILLE COUNTY WEST SCHOOL DIST.  |020|RENVILLE COUNTY WEST SENIOR HIGH   |06|06E|08|0|0|0|1|9|7|0|0|12|9|21|17|17|38|School|07-12|65|Renville                                     |33
12-13|65|Renville                                     |2890|01|RENVILLE COUNTY WEST SCHOOL DIST.  |020|RENVILLE COUNTY WEST SENIOR HIGH   |06|06E|09|0|0|0|0|3|6|0|0|16|17|19|23|9|42|School|07-12|65|Renville                                     |33
